# Amateur (Ham) Radio Spot Count File
#
# sDate: 2014-04-01 00:00:00
# eDate: 2014-05-01 00:00:00
# rgc_lim: None
# filter_regions: ['US', 'Europe']
# filter_region_kind: mids
# bands: [7, 14]
# bin_size: 0:01:00
# Sources: ['WSPR', 'RBN']
#
datetime_ut,7MHz-US,14MHz-US,7MHz-Europe,14MHz-Europe
2014-04-16 21:45:00,9,6,20,24
2014-04-16 21:46:00,14,44,34,27
2014-04-16 21:47:00,4,15,7,35
2014-04-16 21:48:00,1,35,48,32
2014-04-16 21:49:00,0,18,8,8
2014-04-16 21:50:00,1,74,2,25
2014-04-16 21:51:00,2,11,14,13
2014-04-16 21:52:00,0,32,49,37
2014-04-16 21:53:00,0,18,2,20
2014-04-16 21:54:00,0,32,43,23
2014-04-16 21:55:00,0,2,18,15
2014-04-16 21:56:00,15,25,55,56
2014-04-16 21:57:00,0,4,2,29
2014-04-16 21:58:00,1,53,22,47
2014-04-16 21:59:00,6,42,3,12
2014-04-16 22:00:00,9,67,45,40
2014-04-16 22:01:00,20,0,4,10
2014-04-16 22:02:00,6,37,66,39
2014-04-16 22:03:00,5,5,26,37
2014-04-16 22:04:00,9,84,62,20
2014-04-16 22:05:00,14,22,9,22
2014-04-16 22:06:00,4,52,103,78
2014-04-16 22:07:00,26,17,34,26
2014-04-16 22:08:00,7,51,23,26
2014-04-16 22:09:00,13,8,0,26
2014-04-16 22:10:00,2,71,7,30
2014-04-16 22:11:00,8,5,0,39
2014-04-16 22:12:00,9,16,56,47
2014-04-16 22:13:00,0,6,3,34
2014-04-16 22:14:00,1,93,55,23
2014-04-16 22:15:00,13,20,11,22
2014-04-16 22:16:00,5,46,31,44
2014-04-16 22:17:00,2,11,15,20
2014-04-16 22:18:00,1,26,39,33
2014-04-16 22:19:00,24,5,32,18
2014-04-16 22:20:00,3,52,38,36
2014-04-16 22:21:00,20,24,32,11
2014-04-16 22:22:00,0,70,30,24
2014-04-16 22:23:00,1,8,18,5
2014-04-16 22:24:00,2,94,34,28
2014-04-16 22:25:00,7,2,0,6
2014-04-16 22:26:00,13,30,24,47
2014-04-16 22:27:00,16,12,2,8
2014-04-16 22:28:00,1,43,41,11
2014-04-16 22:29:00,4,8,3,15
2014-04-16 22:30:00,1,96,77,32
2014-04-16 22:31:00,0,16,23,14
2014-04-16 22:32:00,11,30,35,12
2014-04-16 22:33:00,9,14,25,6
2014-04-16 22:34:00,13,72,36,17
2014-04-16 22:35:00,9,16,7,24
2014-04-16 22:36:00,2,67,24,17
2014-04-16 22:37:00,1,32,5,9
2014-04-16 22:38:00,7,31,21,19
2014-04-16 22:39:00,1,9,18,1
2014-04-16 22:40:00,5,41,44,20
2014-04-16 22:41:00,4,10,25,5
2014-04-16 22:42:00,0,73,32,16
2014-04-16 22:43:00,13,5,6,5
2014-04-16 22:44:00,10,67,30,26
2014-04-16 22:45:00,0,4,0,4
2014-04-16 22:46:00,12,15,43,10
2014-04-16 22:47:00,4,10,3,6
2014-04-16 22:48:00,1,34,29,6
2014-04-16 22:49:00,1,13,2,2
2014-04-16 22:50:00,4,100,4,15
2014-04-16 22:51:00,1,15,0,7
2014-04-16 22:52:00,14,17,28,5
2014-04-16 22:53:00,2,7,2,4
2014-04-16 22:54:00,12,37,39,18
2014-04-16 22:55:00,3,7,11,9
2014-04-16 22:56:00,6,48,41,35
2014-04-16 22:57:00,3,5,5,18
2014-04-16 22:58:00,1,51,49,22
2014-04-16 22:59:00,4,26,37,14
2014-04-16 23:00:00,12,80,31,9
2014-04-16 23:01:00,5,19,0,8
2014-04-16 23:02:00,4,53,30,11
2014-04-16 23:03:00,1,17,22,3
2014-04-16 23:04:00,3,63,21,8
2014-04-16 23:05:00,7,15,19,8
2014-04-16 23:06:00,6,58,63,8
2014-04-16 23:07:00,15,5,28,3
2014-04-16 23:08:00,3,12,38,6
2014-04-16 23:09:00,25,4,28,5
2014-04-16 23:10:00,14,64,5,10
2014-04-16 23:11:00,40,14,2,7
2014-04-16 23:12:00,6,58,34,9
2014-04-16 23:13:00,2,14,1,2
2014-04-16 23:14:00,4,22,23,6
2014-04-16 23:15:00,3,14,0,6
2014-04-16 23:16:00,22,47,85,9
2014-04-16 23:17:00,1,0,7,2
2014-04-16 23:18:00,44,52,33,13
2014-04-16 23:19:00,19,3,15,7
2014-04-16 23:20:00,18,31,36,11
2014-04-16 23:21:00,14,17,8,1
2014-04-16 23:22:00,21,55,59,3
2014-04-16 23:23:00,10,5,10,0
2014-04-16 23:24:00,2,69,24,8
2014-04-16 23:25:00,9,10,1,5
2014-04-16 23:26:00,7,59,51,12
2014-04-16 23:27:00,1,0,2,5
2014-04-16 23:28:00,15,58,25,12
2014-04-16 23:29:00,2,16,9,0
2014-04-16 23:30:00,3,70,32,3
2014-04-16 23:31:00,2,4,12,2
2014-04-16 23:32:00,1,7,30,4
2014-04-16 23:33:00,36,21,20,3
2014-04-16 23:34:00,3,59,33,17
2014-04-16 23:35:00,4,10,9,1
2014-04-16 23:36:00,0,67,27,9
2014-04-16 23:37:00,0,21,3,3
2014-04-16 23:38:00,4,54,25,13
2014-04-16 23:39:00,0,6,2,7
2014-04-16 23:40:00,9,56,25,6
2014-04-16 23:41:00,14,3,16,3
2014-04-16 23:42:00,1,60,47,3
2014-04-16 23:43:00,13,14,1,1
2014-04-16 23:44:00,7,45,17,2
2014-04-16 23:45:00,7,17,0,0
2014-04-16 23:46:00,19,86,53,6
2014-04-16 23:47:00,3,5,2,4
2014-04-16 23:48:00,4,50,28,1
2014-04-16 23:49:00,4,27,0,1
2014-04-16 23:50:00,4,116,21,7
2014-04-16 23:51:00,10,32,2,3
2014-04-16 23:52:00,9,70,22,2
2014-04-16 23:53:00,22,14,0,0
2014-04-16 23:54:00,5,86,19,3
2014-04-16 23:55:00,2,10,0,1
2014-04-16 23:56:00,15,39,25,3
2014-04-16 23:57:00,7,11,0,6
2014-04-16 23:58:00,2,53,35,1
2014-04-16 23:59:00,2,7,17,1
2014-04-17 00:00:00,19,65,11,0
2014-04-17 00:01:00,25,21,12,2
2014-04-17 00:02:00,21,128,26,0
2014-04-17 00:03:00,31,32,1,2
2014-04-17 00:04:00,4,50,11,2
2014-04-17 00:05:00,14,24,6,2
2014-04-17 00:06:00,13,68,21,8
2014-04-17 00:07:00,20,8,3,8
2014-04-17 00:08:00,24,42,35,0
2014-04-17 00:09:00,17,14,0,1
2014-04-17 00:10:00,3,77,8,2
2014-04-17 00:11:00,39,7,2,4
2014-04-17 00:12:00,21,38,34,2
2014-04-17 00:13:00,16,18,4,0
2014-04-17 00:14:00,44,64,20,1
2014-04-17 00:15:00,5,26,2,0
2014-04-17 00:16:00,28,94,26,3
2014-04-17 00:17:00,21,18,25,0
2014-04-17 00:18:00,26,37,36,3
2014-04-17 00:19:00,24,8,2,0
2014-04-17 00:20:00,5,24,17,4
2014-04-17 00:21:00,30,0,4,0
2014-04-17 00:22:00,15,62,14,2
2014-04-17 00:23:00,2,16,17,0
2014-04-17 00:24:00,48,67,23,1
2014-04-17 00:25:00,23,4,2,0
2014-04-17 00:26:00,11,39,28,4
2014-04-17 00:27:00,35,4,16,6
2014-04-17 00:28:00,9,37,21,5
2014-04-17 00:29:00,3,11,2,6
2014-04-17 00:30:00,40,90,20,2
2014-04-17 00:31:00,8,19,1,11
2014-04-17 00:32:00,14,59,33,2
2014-04-17 00:33:00,22,24,21,1
2014-04-17 00:34:00,23,43,31,2
2014-04-17 00:35:00,6,14,6,0
2014-04-17 00:36:00,8,49,21,1
2014-04-17 00:37:00,15,4,5,11
2014-04-17 00:38:00,9,32,19,4
2014-04-17 00:39:00,1,13,27,2
2014-04-17 00:40:00,27,30,18,3
2014-04-17 00:41:00,32,41,1,5
2014-04-17 00:42:00,5,38,26,1
2014-04-17 00:43:00,18,2,9,0
2014-04-17 00:44:00,5,51,31,5
2014-04-17 00:45:00,19,26,5,4
2014-04-17 00:46:00,6,42,24,3
2014-04-17 00:47:00,22,15,0,0
2014-04-17 00:48:00,9,23,36,2
2014-04-17 00:49:00,23,2,36,0
2014-04-17 00:50:00,11,87,11,3
2014-04-17 00:51:00,2,2,0,1
2014-04-17 00:52:00,7,73,26,0
2014-04-17 00:53:00,6,6,29,0
2014-04-17 00:54:00,5,29,30,2
2014-04-17 00:55:00,17,10,7,7
2014-04-17 00:56:00,3,35,43,5
2014-04-17 00:57:00,11,17,10,4
2014-04-17 00:58:00,8,47,49,4
2014-04-17 00:59:00,6,17,4,0
2014-04-17 01:00:00,13,53,14,1
2014-04-17 01:01:00,16,15,0,4
2014-04-17 01:02:00,25,30,22,8
2014-04-17 01:03:00,8,21,6,4
2014-04-17 01:04:00,21,71,21,0
2014-04-17 01:05:00,5,6,20,9
2014-04-17 01:06:00,11,17,21,4
2014-04-17 01:07:00,4,18,20,15
2014-04-17 01:08:00,19,57,34,2
2014-04-17 01:09:00,4,1,23,0
2014-04-17 01:10:00,31,100,13,4
2014-04-17 01:11:00,10,10,26,3
2014-04-17 01:12:00,17,49,25,13
2014-04-17 01:13:00,22,15,20,10
2014-04-17 01:14:00,17,53,27,1
2014-04-17 01:15:00,7,2,8,13
2014-04-17 01:16:00,8,30,18,2
2014-04-17 01:17:00,1,14,22,2
2014-04-17 01:18:00,9,36,40,2
2014-04-17 01:19:00,5,8,2,6
2014-04-17 01:20:00,41,84,13,3
2014-04-17 01:21:00,7,2,3,1
2014-04-17 01:22:00,3,46,45,2
2014-04-17 01:23:00,7,9,1,5
2014-04-17 01:24:00,5,46,12,1
2014-04-17 01:25:00,9,10,0,1
2014-04-17 01:26:00,6,37,28,3
2014-04-17 01:27:00,9,7,0,1
2014-04-17 01:28:00,13,65,22,0
2014-04-17 01:29:00,21,2,2,0
2014-04-17 01:30:00,1,60,13,7
2014-04-17 01:31:00,23,9,1,10
2014-04-17 01:32:00,30,39,45,7
2014-04-17 01:33:00,3,6,26,6
2014-04-17 01:34:00,27,49,49,5
2014-04-17 01:35:00,42,14,4,8
2014-04-17 01:36:00,16,24,19,2
2014-04-17 01:37:00,1,8,3,1
2014-04-17 01:38:00,20,70,25,1
2014-04-17 01:39:00,6,63,27,4
2014-04-17 01:40:00,18,3,3,1
2014-04-17 01:41:00,11,5,1,1
2014-04-17 01:42:00,3,40,23,2
2014-04-17 01:43:00,11,3,16,0
2014-04-17 01:44:00,27,45,37,4
2014-04-17 01:45:00,16,8,27,3
2014-04-17 01:46:00,36,45,27,3
2014-04-17 01:47:00,10,16,36,8
2014-04-17 01:48:00,27,65,27,1
2014-04-17 01:49:00,12,6,0,6
2014-04-17 01:50:00,27,42,1,6
2014-04-17 01:51:00,27,2,3,1
2014-04-17 01:52:00,27,32,13,2
2014-04-17 01:53:00,12,3,2,15
2014-04-17 01:54:00,26,33,21,10
2014-04-17 01:55:00,29,14,14,4
2014-04-17 01:56:00,27,77,36,3
2014-04-17 01:57:00,10,8,13,3
2014-04-17 01:58:00,14,14,34,6
2014-04-17 01:59:00,8,35,39,2
2014-04-17 02:00:00,16,50,21,9
2014-04-17 02:01:00,24,4,2,2
2014-04-17 02:02:00,14,58,22,4
2014-04-17 02:03:00,9,2,14,3
2014-04-17 02:04:00,8,72,10,0
2014-04-17 02:05:00,2,19,14,0
2014-04-17 02:06:00,18,45,27,4
2014-04-17 02:07:00,16,23,5,1
2014-04-17 02:08:00,7,51,28,2
2014-04-17 02:09:00,10,11,27,1
2014-04-17 02:10:00,6,39,13,3
2014-04-17 02:11:00,1,14,19,3
2014-04-17 02:12:00,27,56,43,2
2014-04-17 02:13:00,45,6,11,2
2014-04-17 02:14:00,8,43,58,1
2014-04-17 02:15:00,0,25,34,1
2014-04-17 02:16:00,7,46,21,3
2014-04-17 02:17:00,9,7,0,0
2014-04-17 02:18:00,18,20,39,3
2014-04-17 02:19:00,54,9,49,1
2014-04-17 02:20:00,18,38,17,2
2014-04-17 02:21:00,8,1,29,1
2014-04-17 02:22:00,32,19,16,0
2014-04-17 02:23:00,45,17,20,1
2014-04-17 02:24:00,22,40,15,3
2014-04-17 02:25:00,12,10,29,3
2014-04-17 02:26:00,24,59,31,3
2014-04-17 02:27:00,16,6,5,1
2014-04-17 02:28:00,24,79,35,5
2014-04-17 02:29:00,22,14,5,1
2014-04-17 02:30:00,27,57,15,4
2014-04-17 02:31:00,1,7,38,1
2014-04-17 02:32:00,8,11,35,1
2014-04-17 02:33:00,20,18,48,2
2014-04-17 02:34:00,13,55,12,1
2014-04-17 02:35:00,19,3,10,3
2014-04-17 02:36:00,14,31,65,2
2014-04-17 02:37:00,1,12,56,2
2014-04-17 02:38:00,15,53,16,7
2014-04-17 02:39:00,19,26,37,4
2014-04-17 02:40:00,33,38,8,4
2014-04-17 02:41:00,33,53,7,0
2014-04-17 02:42:00,16,43,45,1
2014-04-17 02:43:00,15,18,10,7
2014-04-17 02:44:00,9,39,8,3
2014-04-17 02:45:00,24,7,28,2
2014-04-17 02:46:00,12,28,64,3
2014-04-17 02:47:00,8,10,5,3
2014-04-17 02:48:00,31,53,26,14
2014-04-17 02:49:00,11,10,33,14
2014-04-17 02:50:00,20,69,6,7
2014-04-17 02:51:00,20,13,9,0
2014-04-17 02:52:00,12,31,42,5
2014-04-17 02:53:00,3,7,9,0
2014-04-17 02:54:00,7,22,41,0
2014-04-17 02:55:00,14,3,0,3
2014-04-17 02:56:00,26,18,30,7
2014-04-17 02:57:00,25,22,8,1
2014-04-17 02:58:00,12,61,18,12
2014-04-17 02:59:00,8,33,2,19
2014-04-17 03:00:00,43,89,9,8
2014-04-17 03:01:00,26,33,36,29
2014-04-17 03:02:00,17,63,18,11
2014-04-17 03:03:00,3,19,4,1
2014-04-17 03:04:00,2,91,57,4
2014-04-17 03:05:00,26,45,11,6
2014-04-17 03:06:00,17,69,28,10
2014-04-17 03:07:00,38,41,29,13
2014-04-17 03:08:00,29,91,21,1
2014-04-17 03:09:00,27,25,18,4
2014-04-17 03:10:00,28,83,13,10
2014-04-17 03:11:00,18,48,30,29
2014-04-17 03:12:00,59,78,17,18
2014-04-17 03:13:00,31,38,23,9
2014-04-17 03:14:00,39,80,56,4
2014-04-17 03:15:00,44,36,8,3
2014-04-17 03:16:00,55,58,13,1
2014-04-17 03:17:00,56,54,15,2
2014-04-17 03:18:00,67,60,27,8
2014-04-17 03:19:00,60,28,7,14
2014-04-17 03:20:00,63,83,46,9
2014-04-17 03:21:00,40,48,38,3
2014-04-17 03:22:00,41,70,28,7
2014-04-17 03:23:00,20,33,18,2
2014-04-17 03:24:00,25,72,22,3
2014-04-17 03:25:00,47,28,34,0
2014-04-17 03:26:00,70,35,49,4
2014-04-17 03:27:00,58,30,11,18
2014-04-17 03:28:00,79,62,20,4
2014-04-17 03:29:00,57,44,5,1
2014-04-17 03:30:00,57,81,25,7
2014-04-17 03:31:00,44,30,19,6
2014-04-17 03:32:00,42,42,53,7
2014-04-17 03:33:00,64,8,23,0
2014-04-17 03:34:00,80,35,28,15
2014-04-17 03:35:00,29,22,18,12
2014-04-17 03:36:00,47,28,28,4
2014-04-17 03:37:00,57,10,17,15
2014-04-17 03:38:00,76,38,9,6
2014-04-17 03:39:00,110,4,7,1
2014-04-17 03:40:00,44,27,52,2
2014-04-17 03:41:00,51,5,25,5
2014-04-17 03:42:00,73,41,28,5
2014-04-17 03:43:00,25,1,13,0
2014-04-17 03:44:00,21,31,33,3
2014-04-17 03:45:00,16,2,10,4
2014-04-17 03:46:00,42,54,29,12
2014-04-17 03:47:00,23,5,16,2
2014-04-17 03:48:00,27,8,9,2
2014-04-17 03:49:00,32,3,3,4
2014-04-17 03:50:00,19,20,9,5
2014-04-17 03:51:00,21,4,25,5
2014-04-17 03:52:00,28,43,40,15
2014-04-17 03:53:00,9,9,28,7
2014-04-17 03:54:00,46,49,16,3
2014-04-17 03:55:00,11,9,11,14
2014-04-17 03:56:00,44,17,22,3
2014-04-17 03:57:00,6,11,21,7
2014-04-17 03:58:00,17,38,35,14
2014-04-17 03:59:00,62,11,13,2
2014-04-17 04:00:00,38,42,13,4
2014-04-17 04:01:00,20,4,6,8
2014-04-17 04:02:00,9,27,64,2
2014-04-17 04:03:00,16,13,27,5
2014-04-17 04:04:00,16,18,30,3
2014-04-17 04:05:00,1,9,5,5
2014-04-17 04:06:00,31,58,27,7
2014-04-17 04:07:00,2,11,19,10
2014-04-17 04:08:00,10,22,51,7
2014-04-17 04:09:00,1,1,18,9
2014-04-17 04:10:00,10,4,25,9
2014-04-17 04:11:00,21,3,18,8
2014-04-17 04:12:00,25,18,37,17
2014-04-17 04:13:00,6,0,19,4
2014-04-17 04:14:00,30,33,20,3
2014-04-17 04:15:00,7,9,19,6
2014-04-17 04:16:00,24,36,23,21
2014-04-17 04:17:00,21,10,5,9
2014-04-17 04:18:00,6,18,34,16
2014-04-17 04:19:00,12,1,18,19
2014-04-17 04:20:00,19,20,40,11
2014-04-17 04:21:00,18,2,25,38
2014-04-17 04:22:00,30,32,39,15
2014-04-17 04:23:00,8,1,4,42
2014-04-17 04:24:00,10,16,35,8
2014-04-17 04:25:00,0,3,19,8
2014-04-17 04:26:00,30,13,29,13
2014-04-17 04:27:00,13,6,1,12
2014-04-17 04:28:00,22,26,19,13
2014-04-17 04:29:00,18,12,2,12
2014-04-17 04:30:00,4,37,23,10
2014-04-17 04:31:00,1,3,22,10
2014-04-17 04:32:00,18,32,23,38
2014-04-17 04:33:00,13,19,44,19
2014-04-17 04:34:00,20,22,46,10
2014-04-17 04:35:00,4,4,9,7
2014-04-17 04:36:00,14,36,30,15
2014-04-17 04:37:00,27,4,11,12
2014-04-17 04:38:00,19,25,30,32
2014-04-17 04:39:00,16,6,12,7
2014-04-17 04:40:00,20,25,48,18
2014-04-17 04:41:00,1,5,19,3
2014-04-17 04:42:00,4,14,25,25
2014-04-17 04:43:00,13,2,12,27
2014-04-17 04:44:00,13,22,56,7
2014-04-17 04:45:00,21,12,5,4
2014-04-17 04:46:00,39,20,41,27
2014-04-17 04:47:00,8,3,7,19
2014-04-17 04:48:00,25,14,31,16
2014-04-17 04:49:00,13,1,20,8
2014-04-17 04:50:00,9,21,53,28
2014-04-17 04:51:00,1,3,12,10
2014-04-17 04:52:00,25,6,64,32
2014-04-17 04:53:00,3,1,23,26
2014-04-17 04:54:00,3,33,59,10
2014-04-17 04:55:00,7,0,5,14
2014-04-17 04:56:00,17,17,14,16
2014-04-17 04:57:00,0,0,7,14
2014-04-17 04:58:00,20,27,53,40
2014-04-17 04:59:00,4,6,25,30
2014-04-17 05:00:00,51,22,40,52
2014-04-17 05:01:00,5,4,30,4
2014-04-17 05:02:00,11,24,69,14
2014-04-17 05:03:00,3,1,7,22
2014-04-17 05:04:00,12,19,66,9
2014-04-17 05:05:00,0,25,1,3
2014-04-17 05:06:00,28,41,20,18
2014-04-17 05:07:00,8,0,50,16
2014-04-17 05:08:00,7,9,27,25
2014-04-17 05:09:00,5,7,23,2
2014-04-17 05:10:00,4,41,15,44
2014-04-17 05:11:00,0,3,10,34
2014-04-17 05:12:00,7,26,51,21
2014-04-17 05:13:00,1,1,14,8
2014-04-17 05:14:00,9,17,23,24
2014-04-17 05:15:00,22,0,44,12
2014-04-17 05:16:00,18,21,34,22
2014-04-17 05:17:00,4,3,18,7
2014-04-17 05:18:00,14,9,37,28
2014-04-17 05:19:00,3,1,41,19
2014-04-17 05:20:00,20,31,27,39
2014-04-17 05:21:00,5,1,24,8
2014-04-17 05:22:00,17,18,42,15
2014-04-17 05:23:00,7,1,35,3
2014-04-17 05:24:00,33,11,40,42
2014-04-17 05:25:00,31,0,43,12
2014-04-17 05:26:00,15,28,39,30
2014-04-17 05:27:00,3,0,55,10
2014-04-17 05:28:00,11,15,55,33
2014-04-17 05:29:00,23,0,20,35
2014-04-17 05:30:00,11,25,36,42
2014-04-17 05:31:00,24,1,45,18
2014-04-17 05:32:00,18,14,34,16
2014-04-17 05:33:00,0,1,4,3
2014-04-17 05:34:00,0,18,29,22
2014-04-17 05:35:00,15,6,26,9
2014-04-17 05:36:00,3,3,59,32
2014-04-17 05:37:00,1,2,40,6
2014-04-17 05:38:00,16,18,37,45
2014-04-17 05:39:00,12,3,40,35
2014-04-17 05:40:00,7,22,32,25
2014-04-17 05:41:00,0,1,28,15
2014-04-17 05:42:00,12,10,14,18
2014-04-17 05:43:00,1,0,20,18
2014-04-17 05:44:00,7,23,66,28
2014-04-17 05:45:00,20,2,21,39
2014-04-17 05:46:00,33,29,56,41
2014-04-17 05:47:00,8,3,6,13
2014-04-17 05:48:00,15,19,44,48
2014-04-17 05:49:00,15,1,31,19
2014-04-17 05:50:00,8,37,94,39
2014-04-17 05:51:00,1,8,9,6
2014-04-17 05:52:00,17,14,44,23
2014-04-17 05:53:00,10,1,1,29
2014-04-17 05:54:00,22,15,33,52
2014-04-17 05:55:00,13,1,35,21
2014-04-17 05:56:00,5,18,64,37
2014-04-17 05:57:00,11,4,11,11
2014-04-17 05:58:00,10,14,47,23
2014-04-17 05:59:00,10,2,6,17
2014-04-17 06:00:00,16,14,57,30
2014-04-17 06:01:00,1,1,24,35
2014-04-17 06:02:00,3,18,43,22
2014-04-17 06:03:00,1,1,12,12
2014-04-17 06:04:00,17,8,44,31
2014-04-17 06:05:00,0,9,46,26
2014-04-17 06:06:00,22,5,23,36
2014-04-17 06:07:00,2,0,21,10
2014-04-17 06:08:00,10,16,47,21
2014-04-17 06:09:00,1,2,15,19
2014-04-17 06:10:00,0,31,19,26
2014-04-17 06:11:00,0,1,0,34
2014-04-17 06:12:00,6,13,30,54
2014-04-17 06:13:00,1,0,1,13
2014-04-17 06:14:00,29,1,36,23
2014-04-17 06:15:00,0,0,19,46
2014-04-17 06:16:00,1,1,40,36
2014-04-17 06:17:00,0,1,51,17
2014-04-17 06:18:00,13,18,28,50
2014-04-17 06:19:00,0,1,10,13
2014-04-17 06:20:00,12,16,21,25
2014-04-17 06:21:00,1,0,6,41
2014-04-17 06:22:00,6,25,38,47
2014-04-17 06:23:00,0,4,2,15
2014-04-17 06:24:00,1,7,41,29
2014-04-17 06:25:00,0,8,26,18
2014-04-17 06:26:00,20,11,43,25
2014-04-17 06:27:00,0,2,4,17
2014-04-17 06:28:00,5,14,34,34
2014-04-17 06:29:00,2,7,2,15
2014-04-17 06:30:00,16,34,25,40
2014-04-17 06:31:00,2,3,17,4
2014-04-17 06:32:00,12,18,48,40
2014-04-17 06:33:00,0,1,9,13
2014-04-17 06:34:00,8,14,47,48
2014-04-17 06:35:00,4,1,9,13
2014-04-17 06:36:00,2,7,18,36
2014-04-17 06:37:00,0,0,16,16
2014-04-17 06:38:00,19,8,63,45
2014-04-17 06:39:00,0,4,4,14
2014-04-17 06:40:00,11,27,19,28
2014-04-17 06:41:00,0,9,15,5
2014-04-17 06:42:00,8,6,18,55
2014-04-17 06:43:00,0,5,6,13
2014-04-17 06:44:00,11,15,24,18
2014-04-17 06:45:00,2,7,2,17
2014-04-17 06:46:00,24,23,49,46
2014-04-17 06:47:00,9,2,5,19
2014-04-17 06:48:00,29,8,45,38
2014-04-17 06:49:00,2,0,10,31
2014-04-17 06:50:00,8,47,41,60
2014-04-17 06:51:00,0,11,4,15
2014-04-17 06:52:00,0,34,39,29
2014-04-17 06:53:00,0,1,15,14
2014-04-17 06:54:00,11,24,60,31
2014-04-17 06:55:00,0,7,30,11
2014-04-17 06:56:00,10,28,38,68
2014-04-17 06:57:00,0,6,24,6
2014-04-17 06:58:00,5,23,31,37
2014-04-17 06:59:00,0,4,55,64
2014-04-17 07:00:00,9,1,33,56
2014-04-17 07:01:00,0,0,28,41
2014-04-17 07:02:00,10,13,24,44
2014-04-17 07:03:00,0,4,7,28
2014-04-17 07:04:00,5,22,26,36
2014-04-17 07:05:00,11,1,6,25
2014-04-17 07:06:00,24,32,32,45
2014-04-17 07:07:00,2,10,13,23
2014-04-17 07:08:00,24,18,31,66
2014-04-17 07:09:00,0,3,10,30
2014-04-17 07:10:00,10,4,42,86
2014-04-17 07:11:00,11,0,17,25
2014-04-17 07:12:00,16,17,30,35
2014-04-17 07:13:00,13,1,0,13
2014-04-17 07:14:00,15,31,7,33
2014-04-17 07:15:00,0,1,20,10
2014-04-17 07:16:00,8,15,27,50
2014-04-17 07:17:00,0,1,13,25
2014-04-17 07:18:00,8,16,33,55
2014-04-17 07:19:00,16,7,24,11
2014-04-17 07:20:00,12,15,15,46
2014-04-17 07:21:00,0,1,18,21
2014-04-17 07:22:00,22,19,33,31
2014-04-17 07:23:00,0,4,8,33
2014-04-17 07:24:00,8,28,11,35
2014-04-17 07:25:00,0,5,8,31
2014-04-17 07:26:00,22,15,49,43
2014-04-17 07:27:00,0,2,28,20
2014-04-17 07:28:00,9,10,45,61
2014-04-17 07:29:00,0,1,21,47
2014-04-17 07:30:00,11,40,46,60
2014-04-17 07:31:00,0,0,18,25
2014-04-17 07:32:00,0,37,38,40
2014-04-17 07:33:00,15,2,18,58
2014-04-17 07:34:00,14,6,30,47
2014-04-17 07:35:00,3,0,1,37
2014-04-17 07:36:00,15,34,24,23
2014-04-17 07:37:00,0,0,16,27
2014-04-17 07:38:00,7,19,35,51
2014-04-17 07:39:00,14,13,6,35
2014-04-17 07:40:00,10,24,24,63
2014-04-17 07:41:00,0,1,11,32
2014-04-17 07:42:00,0,10,68,27
2014-04-17 07:43:00,0,3,12,43
2014-04-17 07:44:00,8,38,18,31
2014-04-17 07:45:00,0,3,2,6
2014-04-17 07:46:00,32,2,26,57
2014-04-17 07:47:00,14,1,1,56
2014-04-17 07:48:00,11,16,20,29
2014-04-17 07:49:00,1,0,3,9
2014-04-17 07:50:00,11,12,32,43
2014-04-17 07:51:00,0,0,28,6
2014-04-17 07:52:00,1,20,14,46
2014-04-17 07:53:00,0,2,4,8
2014-04-17 07:54:00,16,19,24,30
2014-04-17 07:55:00,0,7,10,44
2014-04-17 07:56:00,19,20,17,33
2014-04-17 07:57:00,5,1,2,10
2014-04-17 07:58:00,11,14,32,46
2014-04-17 07:59:00,0,0,3,21
2014-04-17 08:00:00,22,16,26,42
2014-04-17 08:01:00,0,0,12,14
2014-04-17 08:02:00,3,16,40,23
2014-04-17 08:03:00,0,7,16,6
2014-04-17 08:04:00,0,16,23,43
2014-04-17 08:05:00,0,0,27,24
2014-04-17 08:06:00,34,29,26,47
2014-04-17 08:07:00,12,0,0,28
2014-04-17 08:08:00,29,20,28,41
2014-04-17 08:09:00,2,0,1,21
2014-04-17 08:10:00,8,23,13,49
2014-04-17 08:11:00,0,1,5,18
2014-04-17 08:12:00,32,21,31,32
2014-04-17 08:13:00,3,0,3,16
2014-04-17 08:14:00,12,4,16,75
2014-04-17 08:15:00,0,1,15,12
2014-04-17 08:16:00,11,17,30,59
2014-04-17 08:17:00,2,7,2,37
2014-04-17 08:18:00,17,20,36,53
2014-04-17 08:19:00,8,8,2,29
2014-04-17 08:20:00,6,20,2,43
2014-04-17 08:21:00,5,0,12,10
2014-04-17 08:22:00,11,16,43,57
2014-04-17 08:23:00,14,2,11,12
2014-04-17 08:24:00,14,25,25,67
2014-04-17 08:25:00,1,16,29,28
2014-04-17 08:26:00,39,1,34,85
2014-04-17 08:27:00,4,2,3,8
2014-04-17 08:28:00,17,8,21,48
2014-04-17 08:29:00,8,0,11,34
2014-04-17 08:30:00,12,17,31,79
2014-04-17 08:31:00,2,0,1,13
2014-04-17 08:32:00,19,21,45,64
2014-04-17 08:33:00,0,3,7,10
2014-04-17 08:34:00,10,0,24,43
2014-04-17 08:35:00,3,11,2,22
2014-04-17 08:36:00,16,21,32,31
2014-04-17 08:37:00,4,0,17,6
2014-04-17 08:38:00,45,4,25,63
2014-04-17 08:39:00,2,0,2,36
2014-04-17 08:40:00,14,15,36,80
2014-04-17 08:41:00,23,3,15,23
